Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Country (product.metafields.custom.country),Decade (product.metafields.custom.decade),Director (product.metafields.custom.director),Format (product.metafields.custom.format),Genres (product.metafields.custom.genres),Media condition (product.metafields.custom.media_condition),Runtime (min) (product.metafields.custom.runtime),Staff pick note (product.metafields.custom.staff_pick_note),Year (product.metafields.custom.year),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target audience (product.metafields.shopify.target-audience),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Supercycle Methods (product.metafields.supercycle.methods),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,_reason
any-given-sunday-directors-cut,Any Given Sunday (Directors Cut),<p>A star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. The unknown gives a stunning performance and forces the aging coach to reevaluate his game plans and life. A new co-owner/president adds to the pressure of winning. The new owner must prove herself in a male dominated world.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRANY-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781287539654.jpg?v=1788284946,1,191-BLRANY-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
no-country-for-old-men,No Country for Old Men,"<p>Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRNOC-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781287305925.jpg?v=1788284945,1,191-BLRNOC-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
enter-the-void-full-length-directors-cut,Enter the Void (Full-Length Director's Cut),"<p>Enter the Void is a 2009 surrealist art film directed by Gaspar Noé, following the spirit of a young drug dealer, killed in a police raid in Tokyo, as it drifts through the lives of those he left behind.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRENT-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Enter-the-void-poster.png?v=1788284943,1,191-BLRENT-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
the-assassination-of-jesse-james,The Assassination of Jesse James,<p>Experience this visually stunning cinematic masterpiece in high definition with superior picture and sound quality. This disc includes exclusive behind the scenes footage and a detailed exploration of the historical events that inspired the film. It is an essential addition for collectors of modern westerns and fans of academy award winning cinematography.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRTHE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781287460765.jpg?v=1781289530,1,191-BLRTHE-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
on-the-road,On the Road,<p>This fresh and spicy fragrance captures the essence of a spirited adventure with its unique blend of citrus and woody notes. It offers a sophisticated yet rugged aroma that is perfect for daily wear or special travels. The long-lasting scent profile ensures a memorable impression that feels both modern and timeless.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-UNKONT-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781287380649.jpg?v=1788284942,1,191-UNKONT-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
killing-them-softly,Killing Them Softly,<p>The girlfriend of a man murdered for a debt falls in love with the killer.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRKIL-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781287093469_20357a72-9e22-4a10-8732-29861c4a703d.jpg?v=1788284941,1,191-BLRKIL-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
sin-city-a-dame-to-kill-for,Sin City: A Dame to Kill For,<p>Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRSIN-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781286722814.jpg?v=1788284939,1,191-BLRSIN-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
death-wish,Death Wish,<p>Experience this high-stakes action thriller in stunning high definition with this multi-format home media set. The collection includes high-quality disc versions and a digital code for convenient watching on any portable device. It is a must-have addition for fans of gritty cinema who appreciate crisp visual quality and versatile viewing options.</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRDEA-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781286325468.jpg?v=1781286785,1,191-BLRDEA-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
war-for-the-planet-of-the-apes,War for the Planet of the Apes,"<p>Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRWAR-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781286181832.jpg?v=1788284938,1,191-BLRWAR-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
i-am-legend,I Am Legend,"<p>Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRIAM-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781286043259_cf3e4613-7fa8-4dee-9382-6292905b1463.jpg?v=1788284936,1,191-BLRIAM-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
hercules-extended-cut,Hercules Extended Cut,"<p>Experience the action in stunning high definition with this multi-disc set featuring both the theatrical and extended versions of the epic adventure. This collection includes disc formats for your home theater and a digital code for viewing on the go, along with exclusive behind-the-scenes bonus content. It is the perfect addition for fans of historical fantasy and large-scale cinematic battles.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Issue_Rental_Or_Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRHER-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781285916062_4fa3737f-a3ed-4bd8-8df4-d8cf69351aa7.jpg?v=1788284935,1,191-BLRHER-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
we-were-soldiers,We Were Soldiers,"<p>The year is 1965 and America is at war with North Vietnam.  Commanding the air cavalry is Lt. Col. Hal Moore (Gibson), a born leader committed to his troops.  His target: the Ia Drang Valley, called ""The Valley of Death.""  As Moore prepares for one of the most violent battles in U.S. history, he delivers a stirring promise to his soldiers and their families: ""I will leave no man behind...dead or alive.  We will all come home together.""</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRWEW-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781286119824_6bbb39ed-e9e1-4fdd-a942-f65f921dd307.jpg?v=1788284933,1,191-BLRWEW-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
over-the-top,Over The Top,"<p>Lincoln Hawk a hard-luck big-rig trucker takes us under the glaring Las Vegas lights for all the boisterous action of the World Armwrestling Championship. Relying on wits and willpower, Hawk tries to rebuild his life by capturing the first-place prize money, and the love of the son he abandoned years earlier into the keeping of his rich, ruthless father-in-law.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLROVE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781285825063.jpg?v=1788284932,1,191-BLROVE-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
speed-racer,Speed Racer,"<p>Experience the high-octane thrills of this visually stunning cinematic adventure featuring vibrant colors and gravity-defying racing sequences. This widescreen edition offers an immersive home theater experience that captures every detail of the stylized, futuristic landscapes and intense competition. Perfect for families and fans of stylized action, this film delivers a heartwarming story wrapped in a cutting-edge aesthetic.</p>",DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRSPE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781285687045_317207c4-a6af-44c0-952e-ae4ee4924475.jpg?v=1788284931,1,191-BLRSPE-50-001A,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
wrath-of-the-titans,Wrath of the Titans,"<p>Perseus tries to live a quieter life as a village fisherman while – dangerously weakened by humanity's lack of devotion – the gods are losing control of the long-imprisoned Titans and their ferocious leader, Kronos.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRWRA-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781285627907.jpg?v=1788284929,1,191-BLRWRA-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
gamer-2-disc-special-edition-w-digital-copy,Gamer (2-Disc Special Edition w Digital Copy),<p>This two disc special edition features the complete high definition presentation and a standalone digital copy for viewing on multiple devices. The set includes a variety of behind the scenes documentaries and bonus footage that offer an immersive look into the film's production and visual effects. It is a perfect addition for collectors seeking the highest quality playback along with versatile portability for their media library.</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Issue_Rental_Or_Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRGAM-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781285568538.jpg?v=1788284928,1,191-BLRGAM-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
cliffhanger,Cliffhanger,"<p>A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRCLI-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781285487075.jpg?v=1788284927,1,191-BLRCLI-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
sicario-day-of-the-soldado,Sicario: Day of the Soldado,<p>Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border.</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRSCR-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781285396521.jpg?v=1788284925,1,191-BLRSCR-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
sicario,Sicario,<p>An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRSIC-70-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781285336271_9ab078b1-5d3d-4e70-b3bd-44eb6d43d6e9.jpg?v=1788284924,1,191-BLRSIC-70-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
cowboys-aliens-extended-edition,Cowboys & Aliens (Extended Edition),<p>Cowboys &amp; Aliens is a 2011 space Western film in which an outlaw with no memory of his past and a band of settlers must team up with a mysterious gunslinger to defend an Old West town from alien invaders.</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRCOW-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Cowboys__26_Aliens_ac99d0f5-fb9c-4318-b0fe-6768943c5b2e.jpg?v=1788284922,1,191-BLRCOW-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
kick-ass,Kick-Ass,"<p>Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRKIC-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781285198594_30a7c614-175e-4a82-9c05-7d5abf4639ad.jpg?v=1788284921,1,191-BLRKIC-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
bumblebee,Bumblebee,"<p>On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie, on the cusp of turning 18 and trying to find her place in the world, discovers Bumblebee, battle-scarred and broken.  When Charlie revives him, she quickly learns this is no ordinary yellow VW bug.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRBUM-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781285119511.jpg?v=1788284920,1,191-BLRBUM-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
terminator-dark-fate,Terminator: Dark Fate,"<p>Decades after Sarah Connor prevented Judgment Day, a lethal new Terminator is sent to eliminate the future leader of the resistance. In a fight to save mankind, battle-hardened Sarah Connor teams up with an unexpected ally and an enhanced super soldier to stop the deadliest Terminator yet.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Rental, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRTER-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781284977431.jpg?v=1788284921,1,191-BLRTER-50-001A,false,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
all-i-want,All I Want,<p>This is the story of a journey of human audacity in the whimsical garb of life.</p>,VHS,Media > Videos,,"Drama, Formatted, Rental, VHS",false,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSALL-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/3Fcyjwyg7Qjp0qUKo4HfoC7JIf.jpg?v=1788284912,1,All I Want poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
assassination-tango,Assassination Tango,"<p>John J. is a seasoned hit man sent on a job to Argentina. When the General he's sent to kill delays his return to the country, John passes the time with Manuela, a beautiful dancer who becomes his teacher and guide into Argentina's sensual world of the tango.</p>",VHS,Media > Videos,,"Formatted, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-UNKASS-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780415614538_6a09516d-8488-4564-95a4-3c012b93206e.jpg?v=1788284910,1,191-UNKASS-50-001A,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
code-hunter,Code Hunter,"<p>Storm Watch (2002) follows a top virtual reality gamer whose life is upended when a mastermind steals his identity, frames him for cyber-terrorism, and forces him into a high-stakes mission to stop a weather satellite from triggering global destruction. Mixing action and sci-fi hacking thrills, the film offers some slick effects for its budget, but reviews note it’s a low-cost, B-movie experience best enjoyed by fans of cyber-espionage tales.</p>",VHS,Media > Videos,,"Formatted, Rental, Sci-Fi, VHS",false,Genre,Sci-Fi,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-VHSCOD-50-001A,,,,false,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
liar-liar-vhs-video-tape,Liar Liar,"<p>Forced by his son's birthday wish, fast-talking attorney and habitual liar Fletcher Reede must tell the truth for the next 24 hours.</p>",VHS,Media > Videos,,"Comedy, Formatted, Rental, VHS",false,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-NKNLIA-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/p1habYSdC7oD3WygQ5lynU5G5rV.jpg?v=1788284909,1,Liar Liar poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
andre,Andre,"<p>The true story of how a marine seal named Andre befriended a little girl and her family, circa 1962.</p>",VHS,Media > Videos,,"Formatted, Kids & Family, Rental, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSAND-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780419015526.jpg?v=1788284907,1,191-VHSAND-50-001A,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
age-isnt-everything,Age Isn't Everything,<p>Young man gives up his dream of becoming an astronaut to go into business — and finds himself turned into a little old man.</p>,VHS,Media > Videos,,"Comedy, Formatted, Rental, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSAGE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780419787281.jpg?v=1788284906,1,191-VHSAGE-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
avalanche,Avalanche,"<p>Duncan is a murderous thief. When he jumps out of his plane, it crashes into the Rockies and produces an avalanche. A quiet family trapped inside their house will rescue him. They will have to survive the disaster and the madman.</p>",VHS,Media > Videos,,"Formatted, Rental, Supercycle product, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSAVA-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780420726472.jpg?v=1788284905,1,191-VHSAVA-50-001A,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
overboard-vhs-1987-goldie-hawn-kurt-russell,Overboard Vhs 1987 Goldie Hawn Kurt Russell,"<p>Overboard is a 1987 romantic comedy starring Goldie Hawn as a wealthy, snobbish heiress who falls overboard from her yacht and loses her memory, and Kurt Russell as the carpenter she once wronged, who convinces her she is his wife.</p>",VHS,Media > Videos,,"Comedy, Formatted, Rental, VHS",false,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,191-VHSOVE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Overboard_film.jpg?v=1788284903,1,Overboard Vhs 1987 Goldie Hawn Kurt Russell poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
american-splendor,American Splendor,<p>An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.</p>,VHS,Media > Videos,,"Comedy, Formatted, Rental, VHS",false,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSAMR-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/rPLMxuk82AiqDiwEUVJ6E7WpjYs_cb39d395-4cd6-4359-94e3-17afe2136a40.jpg?v=1788284902,1,American Splendor (2003) poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
grease,Grease,"<p>Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?</p>",VHS,Media > Videos,,"Formatted, Musical, Rental, VHS",false,Genre,Musical,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSGRE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/2rM7fQKpb7cs1Iq7IBqub9LFDzJ.jpg?v=1788284902,1,Grease poster,false,,,,,,,,,,,,,musical,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
bring-it-on,Bring It On,"<p>The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain Torrance, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen.</p>",VHS,Media > Videos,,"Comedy, Formatted, Rental, VHS",false,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSBRN-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/bnVby0qI0dS7YunbShP7mw68HY3_5d94721e-ed0a-4c95-b0f9-4d37bd0fc5f9.jpg?v=1788284901,1,Bring It On (2000) poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
the-talented-mr-ripley-vhs-2000,"The Talented Mr. Ripley (vhs, 2000)","<p>The Talented Mr. Ripley follows Tom Ripley, a young man whose chance meeting with a wealthy shipbuilder leads to a journey to Italy to retrieve his playboy son. Immersed in a world of luxury, Tom becomes enthralled by the lifestyle and dangerously entangled in lies to keep it. With stunning 1950s settings, nuanced performances, and tense psychological drama, this is a stylish, unsettling thriller worth watching for fans of character-driven suspense.</p>",VHS,Media > Videos,,"Formatted, Rental, Thriller, VHS",false,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-NKNTHT-50-001A,,,,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
housesitter,Housesitter,"<p>Con artist Gwen moves into Newton's empty home without his knowledge and begins setting up house, posing as his new wife.</p>",VHS,Media > Videos,,"Comedy, Formatted, Rental, VHS",false,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSHOU-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/A9Ojij6kEwe8LSnMieiPyPCXShx.jpg?v=1788284898,1,Housesitter poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
3-strikes,3 Strikes,"<p>Brian Hooks plays a character who is just released from jail. And the state adopts a ""3 strikes"" rule for felons that involves serious penalties. Hooks has 2 strikes, and wants to change his life for the better. When a friend picks him up, they are pulled over, and his friend shoots at police officers, and Hooks escapes. Now Hooks, a wanted man, must clear his name of having nothing to do with the shooting.</p>",VHS,Media > Videos,,"Comedy, Formatted, Rental, VHS",false,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHS3ST-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/ca7xVIgh7UYsFOCBLP8ERmBktC5_278de71d-d9d7-4c39-8481-8cee548af241.jpg?v=1788284897,1,3 Strikes (2000) poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
