Reason,Handle,Title,Body (HTML),Vendor,Product Category,Tags,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Barcode,Image Src,Image Position,Image Alt Text,Genre (product.metafields.shopify.genre),Type,Published,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Gift Card,SEO Title,SEO Description,Rental Availability (product.metafields.scf.avf),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Target audience (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
no Rental or Floor Sale tag — cannot tell which this is,little-movie-club,Little Movie Club,,Supercycle,,Supercycle product,Title,Default Title,,0,deny,manual,0.00,75689978,,,,,Supercycle Plan,true,,,,,,,,,0.0,,false,true,,,,,false,,,,,,,,,lb,,,active
no media format (Vendor 'Unknown Brand' is not VHS/DVD/Blu-Ray/4K),the-talented-mr-ripley-vhs-2000,"The Talented Mr. Ripley (vhs, 2000)","The Talented Mr. Ripley follows Tom Ripley, a young man whose chance meeting with a wealthy shipbuilder leads to a journey to Italy to retrieve his playboy son. Immersed in a world of luxury, Tom becomes enthralled by the lifestyle and dangerously entangled in lies to keep it. With stunning 1950s settings, nuanced performances, and tense psychological drama, this is a stylish, unsettling thriller worth watching for fans of character-driven suspense.",Unknown Brand,,"Rental, Thriller",Condition,50%,shopify,1,deny,manual,0.00,191-NKNTHT-50-001A,,,,,,false,,Serial Number,001A,,,,,191-NKNTHT-50-001A,0.0,,true,true,,,,,false,,,,,,,,,lb,,,active
product has 2 variants,get-shorty,Get Shorty,"Relive this classic nineties crime comedy featuring a star-studded cast in its original physical format. This vintage tape comes in its authentic clamshell case, making it a perfect addition for collectors of cinematic memorabilia. Experience the nostalgic charm of analog playback with this well-maintained genre-bending favorite.",VHS,,"Comedy, Floor Sale",Condition,50%,shopify,1,deny,manual,0.00,191-VHSGET-50-001A,,,,,,true,,Serial Number,001A,,,,,191-VHSGET-50-001A,0.0,,true,true,,,,,false,,,,,,,,,lb,,,active
product has 2 variants,get-shorty,,,,,,,Standard,shopify,1,deny,manual,4.00,191-VHSGET-002A,,,,,,,,,002A,,,,,191-VHSGET-002A,0.0,,true,true,,,,,,,,,,,,,,lb,,,
no media format (Vendor 'Unknown' is not VHS/DVD/Blu-Ray/4K),chuck-buck,Chuck & Buck,"Chuck &amp; Buck follows two childhood friends whose adult lives have diverged sharply—Chuck has moved on to a polished career, while Buck remains stuck in adolescence and develops an unsettling fixation on rekindling their past bond. This darkly comic psychological drama blends discomfort, poignancy, and offbeat humor, earning critical praise for its originality, layered performances, and unsettling exploration of boundaries.",Unknown,,"Comedy, Rental",Condition,50%,shopify,1,deny,manual,0.00,191-UNKCHU-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780437450597.jpg?v=1780598826,1,191-UNKCHU-50-001A,,,true,,Serial Number,001A,,,,,191-UNKCHU-50-001A,0.0,,true,true,,,,,false,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780437450597.jpg?v=1780598826,lb,,,active
no media format (Vendor 'Unknown' is not VHS/DVD/Blu-Ray/4K),angel-baby,Angel Baby,"Angel Baby follows a grieving couple who retreat to a secluded cabin after the loss of their stillborn twins, only for the wife to sense an unsettling presence as dark secrets emerge. Blending psychological horror and thriller elements, it aims for a tense, atmospheric experience.",Unknown,,"Rental, Thriller",Condition,50%,shopify,1,deny,manual,0.00,191-UNKANG-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780436842769.jpg?v=1780598821,1,191-UNKANG-50-001A,,,true,,Serial Number,001A,,,,,191-UNKANG-50-001A,0.0,,true,true,,,,,false,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780436842769.jpg?v=1780598821,lb,,,active
no media format (Vendor 'Unknown Brand' is not VHS/DVD/Blu-Ray/4K),ufos-it-has-begun-vhs-1989-vci-burgess-meredith-rod-serling-documentary-mlnc,Ufos: It Has Begun,This vintage 1989 documentary offers a deep dive into the unexplained through compelling witness accounts and historical footage narrated by two legendary icons of the screen. It is an essential addition for fans of classic paranormal investigative media and collectors of rare eighties era home video releases. The atmospheric production and nostalgic presentation capture a unique moment in high stakes ufology and speculative storytelling.,Unknown Brand,Uncategorized,"Floor Sale, Sci-Fi",Condition,50%,shopify,1,deny,manual,22.00,191-VHSUFO-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780423780129.jpg?v=1780598808,1,191-VHSUFO-50-001A,,,true,,Serial Number,001A,,,,,191-VHSUFO-50-001A,0.0,,true,true,,,,,false,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780423780129.jpg?v=1780598808,lb,,,active
no media format (Vendor 'Unknown' is not VHS/DVD/Blu-Ray/4K),at-first-sight,At First Sight,"Explore a romantic and suspenseful narrative that delves into the complexities of human connection and unexpected attraction. This compelling read offers a blend of emotional depth and high stakes, making it an ideal choice for fans of contemporary drama and intrigue. Its fast-paced storytelling and relatable characters ensure an immersive experience from the very first chapter.",Unknown,,"Drama, Rental",Condition,50%,shopify,1,deny,manual,0.00,191-UNKATF-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780419437775.jpg?v=1780598799,1,191-UNKATF-50-001A,,,true,,Serial Number,001A,,,,,191-UNKATF-50-001A,0.0,,true,true,,,,,false,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780419437775.jpg?v=1780598799,lb,,,active
"no usable genre (Option1 Value '50%', tags Floor Sale)",cocktail,Cocktail,,VHS,,Floor Sale,Condition,50%,shopify,1,deny,manual,4.00,191-VHSCOC-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780417252482.jpg?v=1780598786,1,191-VHSCOC-50-001A,,,true,,Serial Number,001A,,,,,191-VHSCOC-50-001A,0.0,,true,true,,,,,false,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780417252482.jpg?v=1780598786,lb,,,active
no media format (Vendor 'Unknown' is not VHS/DVD/Blu-Ray/4K),hype,Hype!,,Unknown,Uncategorized,"Documentary, Floor Sale",Condition,Standard,shopify,1,deny,manual,11.00,191-UNKHYP-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781876780226.jpg?v=1781910023,1,191-UNKHYP-001A,,,false,,Serial Number,001A,,,,,191-UNKHYP-001A,0.0,,true,true,,,,,false,,,,,,,,,lb,,,draft
product has 2 variants,outrageous-fortune,Outrageous Fortune,,VHS,,"Comedy, Floor Sale",Condition,50%,shopify,1,deny,manual,5.00,191-VHSTRG-50-002A,,,,,,false,,Serial Number,002A,,,,,191-VHSTRG-50-002A,0.0,,true,true,,,,,false,,,,,,,,,lb,,,draft
product has 2 variants,outrageous-fortune,,,,,,,50%,shopify,1,deny,manual,0.00,191-VHSTRG-50-001A,,,,,,,,,001A,,,,,191-VHSTRG-50-001A,0.0,,true,true,,,,,,,,,,,,,,lb,,,
"no usable genre (Option1 Value 'F', tags Floor Sale)",matilda,Matilda,Experience a nostalgic journey with this classic family film preserved in its original home video format. The clamshell case protects a high-quality magnetic tape that brings the magical story of a gifted young girl and her extraordinary powers to life on any vintage player. This collectible piece is perfect for enthusiasts seeking the authentic warmth and analog charm of nineties cinema.,VHS,,Floor Sale,Condition,F,shopify,1,deny,manual,3.00,191-VHSMAT-F-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780179675733.jpg?v=1780182688,1,,,,true,,Serial Number,001A,,,,,191-VHSMAT-F-001A,0.0,,true,true,,,,,false,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,murderers-row,Murderers' Row,This vintage home video release offers a classic cinematic experience for collectors and fans of retro media. The physical tape format provides a nostalgic viewing aesthetic characterized by the unique visual texture and charm of analog technology. It is an essential addition for those seeking to complete a library of mid-century adventure and action films.,VHS,,Comedy,Condition,F,shopify,1,deny,manual,4.00,191-VHSMUR-F-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780178305417.jpg?v=1780182671,1,,,,true,,Serial Number,001A,,,,,191-VHSMUR-F-001A,0.0,,true,true,,,,,false,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'F', tags Floor Sale)",threes-trouble,THREE'S TROUBLE,This vintage physical media release offers a nostalgic viewing experience for collectors of classic home entertainment. The tape comes in its original protective sleeve and features a full-length comedy presentation that captures the charm of analog video playback. It is a must-have addition for any enthusiast looking to complete their retro film library.,VHS,,Floor Sale,Condition,F,shopify,1,deny,manual,7.00,191-VHSTHR-F-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780177285764.jpg?v=1780182662,1,,,,true,,Serial Number,001A,,,,,191-VHSTHR-F-001A,0.0,,true,true,,,,,false,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'F', tags Floor Sale)",company-man,Company Man,"This suspenseful thriller follows a corporate professional who discovers a dark secret within his high-stakes workplace. Presented in its original physical format, this vintage tape offers a nostalgic viewing experience for collectors of nineties cinema and psychological dramas. The clamshell case preserves the striking cover art, making it a standout addition to any retro media library.",VHS,,Floor Sale,Condition,F,shopify,1,deny,manual,4.00,191-VHSCOM-F-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780177117823.jpg?v=1780182660,1,,,,true,,Serial Number,001A,,,,,191-VHSCOM-F-001A,0.0,,true,true,,,,,false,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,touch-and-go,Touch and Go,"This vintage portable player features a built-in color screen and integrated speakers for a completely self-contained analog viewing experience. Its compact design and sturdy carrying handle make it easy to enjoy classic magnetic media tapes while traveling or relaxing at home. The intuitive tactile controls provide a nostalgic, hands-on feel for fans of retro technology and physical media collections.",VHS,,Comedy,Condition,F,shopify,1,deny,manual,7.00,191-VHSTOU-F-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780176679684.jpg?v=1780182656,1,,,,true,,Serial Number,001A,,,,,191-VHSTOU-F-001A,0.0,,true,true,,,,,false,,,,,,,,,lb,,,active
Rental with a nonzero price (10.00),open-season,OPEN SEASON,Experience the thrill of the great outdoors with this immersive hunting simulation that features realistic environments and a wide variety of North American game. Players can utilize authentic gear and tracking techniques to master the wilderness across multiple challenging levels. This engaging title provides hours of entertainment for sports enthusiasts looking for a detailed and strategic outdoor adventure.,VHS,Uncategorized,"Comedy, Rental",Condition,G,shopify,1,deny,manual,10.00,191-VHSOPE-G-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780176465245.jpg?v=1780182651,1,,,,true,,Serial Number,001A,,,,,191-VHSOPE-G-001A,0.0,,true,true,,,,,false,,,,,,,,,lb,,,active
Rental with a nonzero price (10.00),open-season,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781906282422.jpg?v=1781910038,2,191-VHSOPE-002A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no Rental or Floor Sale tag — cannot tell which this is,hey-arnold-the-movie,Hey Arnold! The Movie,"Release Year: 2002
Director: Tuck Tucker
Classic hand-drawn animation comes to life in this feature-length adventure where a group of neighborhood friends must work together to save their community from a greedy developer. This nostalgic piece of media is perfect for fans of nineties pop culture looking to complete their physical media collection. The story delivers heartwarming lessons on teamwork and urban preservation that remain relevant for viewers of all ages.",VHS,Uncategorized,Kids & Family,Condition,N,shopify,1,deny,manual,10.00,191-NICHEY-N-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1779986144365.jpg?v=1780182643,1,,,,true,,Serial Number,001A,,,,,191-NICHEY-N-001A,0.0,,true,true,,,,,false,,,,,,,,,lb,,,active
